"Ensembl Gene ID","Associated Gene Name","Description","CiliaCarta Rank","CiliaCarta Score","Inclusion criterionAllGold StandardPredictedGene Ontology"
"ENSG00000114670","NEK11","NIMA-related kinase 11 [Source:HGNC Symbol;Acc:18593]","400","1.507143087","Predicted"
"ENSG00000116793","PHTF1","putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:8939]","401","1.507143087","Predicted"
"ENSG00000116885","OSCP1","organic solute carrier partner 1 [Source:HGNC Symbol;Acc:29971]","402","1.507143087","Predicted"
"ENSG00000132122","SPATA6","spermatogenesis associated 6 [Source:HGNC Symbol;Acc:18309]","403","1.507143087","Predicted, Gene Ontology"
"ENSG00000141665","FBXO15","F-box protein 15 [Source:HGNC Symbol;Acc:13617]","404","1.507143087","Predicted"
"ENSG00000163075","PCDP1","Primary ciliary dyskinesia protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q4G0U5]","411","1.507143087","Gene Ontology"
"ENSG00000174007","CEP19","centrosomal protein 19kDa [Source:HGNC Symbol;Acc:28209]","418","1.507143087","Gene Ontology"
"ENSG00000007062","PROM1","prominin 1 [Source:HGNC Symbol;Acc:9454]","424","1.490397682","Gene Ontology"
"ENSG00000187726","DNAJB13","DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:HGNC Symbol;Acc:30718]","433","1.264852209","Gene Ontology"
"ENSG00000119650","IFT43","intraflagellar transport 43 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:29669]","437","1.244603637","Gene Ontology, Gold Standard"
"ENSG00000127824","TUBA4A","tubulin, alpha 4a [Source:HGNC Symbol;Acc:12407]","438","1.21277195","Gene Ontology, Gold Standard"
"ENSG00000135315","KIAA1009","KIAA1009 [Source:HGNC Symbol;Acc:21107]","441","1.196770141","Gene Ontology"
"ENSG00000153140","CETN3","centrin, EF-hand protein, 3 [Source:HGNC Symbol;Acc:1868]","442","1.196770141","Gene Ontology"
"ENSG00000135338","LCA5","Leber congenital amaurosis 5 [Source:HGNC Symbol;Acc:31923]","452","1.048034762","Gene Ontology, Gold Standard"
"ENSG00000109971","HSPA8","heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:5241]","462","0.905978876","Gold Standard"
"ENSG00000010361","FUZ","fuzzy homolog (Drosophila) [Source:HGNC Symbol;Acc:26219]","466","0.861719919","Gene Ontology, Gold Standard"
"ENSG00000164066","INTU","inturned planar cell polarity effector homolog (Drosophila) [Source:HGNC Symbol;Acc:29239]","468","0.861719919","Gene Ontology, Gold Standard"
"ENSG00000168014","C2CD3","C2 calcium-dependent domain containing 3 [Source:HGNC Symbol;Acc:24564]","469","0.861719919","Gene Ontology, Gold Standard"
"ENSG00000174483","BBS1","Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:966]","470","0.861719919","Gene Ontology, Gold Standard"
"ENSG00000082701","GSK3B","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:4617]","474","0.839463728","Gold Standard"
"ENSG00000197535","MYO5A","myosin VA (heavy chain 12, myoxin) [Source:HGNC Symbol;Acc:7602]","478","0.839463728","Gene Ontology"
"ENSG00000083312","TNPO1","transportin 1 [Source:HGNC Symbol;Acc:6401]","479","0.82327449","Gene Ontology, Gold Standard"
"ENSG00000229684","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","489","0.780317397","Gene Ontology"
"ENSG00000042781","USH2A","Usher syndrome 2A (autosomal recessive, mild) [Source:HGNC Symbol;Acc:12601]","490","0.773134386","Gene Ontology, Gold Standard"
"ENSG00000137100","DCTN3","dynactin 3 (p22) [Source:HGNC Symbol;Acc:2713]","495","0.768649077","Gene Ontology"
"ENSG00000104237","RP1","retinitis pigmentosa 1 (autosomal dominant) [Source:HGNC Symbol;Acc:10263]","504","0.74932291","Gene Ontology, Gold Standard"
"ENSG00000130638","ATXN10","ataxin 10 [Source:HGNC Symbol;Acc:10549]","508","0.707347503","Gene Ontology, Gold Standard"
"ENSG00000251569","BBS5","Bardet-Biedl syndrome 5 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PBE3]","509","0.701641895","Gene Ontology"
"ENSG00000130363","RSPH3","radial spoke 3 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21054]","517","0.629337409","Gold Standard"
"ENSG00000141551","CSNK1D","casein kinase 1, delta [Source:HGNC Symbol;Acc:2452]","520","0.579788996","Gene Ontology"
"ENSG00000114841","DNAH1","dynein, axonemal, heavy chain 1 [Source:HGNC Symbol;Acc:2940]","521","0.576471949","Gene Ontology, Gold Standard"
"ENSG00000256061","DYX1C1","dyslexia susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:21493]","526","0.532151144","Gene Ontology, Gold Standard"
"ENSG00000175216","CKAP5","cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:28959]","537","0.504935596","Gene Ontology"
"ENSG00000169126","ARMC4","armadillo repeat containing 4 [Source:HGNC Symbol;Acc:25583]","539","0.49832414","Gene Ontology"
"ENSG00000110367","DDX6","DEAD (Asp-Glu-Ala-Asp) box helicase 6 [Source:HGNC Symbol;Acc:2747]","555","0.471697177","Gene Ontology"
"ENSG00000126001","CEP250","centrosomal protein 250kDa [Source:HGNC Symbol;Acc:1859]","560","0.417071764","Gene Ontology, Gold Standard"
"ENSG00000170312","CDK1","cyclin-dependent kinase 1 [Source:HGNC Symbol;Acc:1722]","563","0.297086264","Gene Ontology"
"ENSG00000080824","HSP90AA1","heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:5253]","578","0.219687626","Gene Ontology"
"ENSG00000160299","PCNT","pericentrin [Source:HGNC Symbol;Acc:16068]","586","0.153358284","Gene Ontology"
"ENSG00000108641","B9D1","B9 protein domain 1 [Source:HGNC Symbol;Acc:24123]","590","0.144718304","Gene Ontology, Gold Standard"
"ENSG00000137601","NEK1","NIMA-related kinase 1 [Source:HGNC Symbol;Acc:7744]","593","0.144718304","Gene Ontology, Gold Standard"
"ENSG00000145075","CCDC39","coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:25244]","595","0.144718304","Gene Ontology, Gold Standard"
"ENSG00000155530","LRGUK","leucine-rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:21964]","597","0.144718304","Gene Ontology"
"ENSG00000109062","SLC9A3R1","solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1 [Source:HGNC Symbol;Acc:11075]","603","0.091341514","Gene Ontology"
"ENSG00000078142","PIK3C3","phosphatidylinositol 3-kinase, catalytic subunit type 3 [Source:HGNC Symbol;Acc:8974]","628","-0.074444667","Gene Ontology"
"ENSG00000150433","TMEM218","transmembrane protein 218 [Source:HGNC Symbol;Acc:27344]","642","-0.141777525","Gene Ontology"
"ENSG00000163482","STK36","serine/threonine kinase 36 [Source:HGNC Symbol;Acc:17209]","645","-0.141777525","Gene Ontology, Gold Standard"
"ENSG00000159720","ATP6V0D1","ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 [Source:HGNC Symbol;Acc:13724]","661","-0.164033716","Gene Ontology"
"ENSG00000058668","ATP2B4","ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]","663","-0.180222954","Gene Ontology"
"ENSG00000072062","PRKACA","protein kinase, cAMP-dependent, catalytic, alpha [Source:HGNC Symbol;Acc:9380]","665","-0.180222954","Gene Ontology"
"ENSG00000103769","RAB11A","RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:9760]","666","-0.180222954","Gene Ontology, Gold Standard"
"ENSG00000105479","CCDC114","coiled-coil domain containing 114 [Source:HGNC Symbol;Acc:26560]","671","-0.184734618","Gene Ontology, Gold Standard"
"ENSG00000198718","FAM179B","family with sequence similarity 179, member B [Source:HGNC Symbol;Acc:19959]","681","-0.184734618","Gene Ontology"
"ENSG00000105568","PPP2R1A","protein phosphatase 2, regulatory subunit A, alpha [Source:HGNC Symbol;Acc:9302]","687","-0.193906457","Gene Ontology"
"ENSG00000156261","CCT8","chaperonin containing TCP1, subunit 8 (theta) [Source:HGNC Symbol;Acc:1623]","695","-0.193906457","Gene Ontology"
"ENSG00000164087","POC1A","POC1 centriolar protein homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:24488]","697","-0.193906457","Gene Ontology, Gold Standard"
"ENSG00000174799","CEP135","centrosomal protein 135kDa [Source:HGNC Symbol;Acc:29086]","720","-0.234848367","Gene Ontology, Gold Standard"
"ENSG00000196236","XPNPEP3","X-prolyl aminopeptidase (aminopeptidase P) 3, putative [Source:HGNC Symbol;Acc:28052]","723","-0.24380245","Gold Standard"
"ENSG00000119397","CNTRL","centriolin [Source:HGNC Symbol;Acc:1858]","731","-0.304481653","Gene Ontology"
"ENSG00000131711","MAP1B","microtubule-associated protein 1B [Source:HGNC Symbol;Acc:6836]","733","-0.304481653","Gene Ontology"
"ENSG00000152556","PFKM","phosphofructokinase, muscle [Source:HGNC Symbol;Acc:8877]","737","-0.304481653","Gene Ontology"
"ENSG00000173226","IQCB1","IQ motif containing B1 [Source:HGNC Symbol;Acc:28949]","739","-0.304481653","Gene Ontology, Gold Standard"
"ENSG00000130640","TUBGCP2","tubulin, gamma complex associated protein 2 [Source:HGNC Symbol;Acc:18599]","757","-0.39253783","Gold Standard"
"ENSG00000131558","EXOC4","exocyst complex component 4 [Source:HGNC Symbol;Acc:30389]","758","-0.39253783","Gold Standard"
"ENSG00000141577","AZI1","5-azacytidine induced 1 [Source:HGNC Symbol;Acc:29511]","761","-0.39253783","Gene Ontology, Gold Standard"
"ENSG00000157869","RAB28","RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:9768]","763","-0.39253783","Gene Ontology"
"ENSG00000165695","AK8","adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]","777","-0.427025496","Gene Ontology, Gold Standard"
"ENSG00000100503","NIN","ninein (GSK3B interacting protein) [Source:HGNC Symbol;Acc:14906]","781","-0.446550641","Gene Ontology, Gold Standard"
"ENSG00000112144","ICK","intestinal cell (MAK-like) kinase [Source:HGNC Symbol;Acc:21219]","787","-0.469530259","Gene Ontology"
"ENSG00000167131","CCDC103","coiled-coil domain containing 103 [Source:HGNC Symbol;Acc:32700]","815","-0.490796495","Gene Ontology, Gold Standard"
"ENSG00000080298","RFX3","regulatory factor X, 3 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9984]","832","-0.533753588","Gene Ontology, Gold Standard"
"ENSG00000007168","PAFAH1B1","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:8574]","836","-0.540344909","Gene Ontology, Gold Standard"
"ENSG00000078668","VDAC3","voltage-dependent anion channel 3 [Source:HGNC Symbol;Acc:12674]","841","-0.578852672","Gene Ontology, Gold Standard"
"ENSG00000142609","C1orf222","chromosome 1 open reading frame 222 [Source:HGNC Symbol;Acc:27917]","849","-0.578852672","Gene Ontology"
"ENSG00000148498","PARD3","par-3 partitioning defective 3 homolog (C. elegans) [Source:HGNC Symbol;Acc:16051]","851","-0.578852672","Gold Standard"
"ENSG00000104833","TUBB4A","tubulin, beta 4A class IVa [Source:HGNC Symbol;Acc:20774]","868","-0.688204392","Gene Ontology"
"ENSG00000137343","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","870","-0.70641118","Gene Ontology"
"ENSG00000079335","CDC14A","cell division cycle 14A [Source:HGNC Symbol;Acc:1718]","881","-0.727833783","Gene Ontology"
"ENSG00000099901","RANBP1","RAN binding protein 1 [Source:HGNC Symbol;Acc:9847]","885","-0.731798612","Gold Standard"
"ENSG00000100554","ATP6V1D","ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:13527]","895","-0.783809818","Gene Ontology"
"ENSG00000095397","DFNB31","deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:16361]","899","-0.842373808","Gene Ontology, Gold Standard"
"ENSG00000146038","DCDC2","doublecortin domain containing 2 [Source:HGNC Symbol;Acc:18141]","923","-0.85877914","Gene Ontology, Gold Standard"
"ENSG00000158163","DZIP1L","DAZ interacting protein 1-like [Source:HGNC Symbol;Acc:26551]","931","-0.85877914","Gene Ontology"
"ENSG00000174898","CATSPERD","catsper channel auxiliary subunit delta [Source:HGNC Symbol;Acc:28598]","941","-0.85877914","Gene Ontology"
"ENSG00000188596","C12orf55","chromosome 12 open reading frame 55 [Source:HGNC Symbol;Acc:26456]","951","-0.85877914","Gene Ontology"
"ENSG00000165506","DNAAF2","dynein, axonemal, assembly factor 2 [Source:HGNC Symbol;Acc:20188]","965","-0.864100643","Gene Ontology, Gold Standard"
"ENSG00000170703","TTLL6","tubulin tyrosine ligase-like family, member 6 [Source:HGNC Symbol;Acc:26664]","966","-0.864100643","Gene Ontology, Gold Standard"
"ENSG00000074935","TUBE1","tubulin, epsilon 1 [Source:HGNC Symbol;Acc:20775]","989","-0.970124661","Gold Standard"
"ENSG00000067225","PKM","pyruvate kinase, muscle [Source:HGNC Symbol;Acc:9021]","995","-0.996824612","Gene Ontology"
"ENSG00000152669","CCNO","cyclin O [Source:HGNC Symbol;Acc:18576]","1010","-1.10479648","Gene Ontology"
"ENSG00000138190","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:23196]","1017","-1.135432241","Gold Standard"
"ENSG00000106477","CEP41","centrosomal protein 41kDa [Source:HGNC Symbol;Acc:12370]","1025","-1.159243718","Gene Ontology, Gold Standard"
"ENSG00000214413","BBIP1","BBSome interacting protein 1 [Source:HGNC Symbol;Acc:28093]","1027","-1.159726561","Gene Ontology"
"ENSG00000114302","PRKAR2A","protein kinase, cAMP-dependent, regulatory, type II, alpha [Source:HGNC Symbol;Acc:9391]","1039","-1.197403901","Gene Ontology"
"ENSG00000132932","ATP8A2","ATPase, aminophospholipid transporter, class I, type 8A, member 2 [Source:HGNC Symbol;Acc:13533]","1044","-1.197403901","Gene Ontology"
"ENSG00000168036","CTNNB1","catenin (cadherin-associated protein), beta 1, 88kDa [Source:HGNC Symbol;Acc:2514]","1049","-1.217652473","Gold Standard"
"ENSG00000124198","ARFGEF2","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:15853]","1063","-1.284167621","Gene Ontology"
"ENSG00000137474","MYO7A","myosin VIIA [Source:HGNC Symbol;Acc:7606]","1066","-1.284167621","Gene Ontology, Gold Standard"
"ENSG00000135046","ANXA1","annexin A1 [Source:HGNC Symbol;Acc:533]","1093","-1.300356859","Gene Ontology"
"ENSG00000168944","CEP120","centrosomal protein 120kDa [Source:HGNC Symbol;Acc:26690]","1106","-1.300356859","Gene Ontology"
"ENSG00000155755","TMEM237","transmembrane protein 237 [Source:HGNC Symbol;Acc:14432]","1111","-1.307979097","Gene Ontology, Gold Standard"
"ENSG00000099204","ABLIM1","actin binding LIM protein 1 [Source:HGNC Symbol;Acc:78]","1117","-1.343313952","Gene Ontology"
"ENSG00000135912","TTLL4","tubulin tyrosine ligase-like family, member 4 [Source:HGNC Symbol;Acc:28976]","1122","-1.383718743","Gene Ontology"
"ENSG00000054116","TRAPPC3","trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:19942]","1134","-1.420680212","Gold Standard"
"ENSG00000156973","PDE6D","phosphodiesterase 6D, cGMP-specific, rod, delta [Source:HGNC Symbol;Acc:8788]","1139","-1.43686945","Gene Ontology, Gold Standard"
"ENSG00000186889","TMEM17","transmembrane protein 17 [Source:HGNC Symbol;Acc:26623]","1151","-1.450771512","Gene Ontology"
"ENSG00000185920","PTCH1","patched 1 [Source:HGNC Symbol;Acc:9585]","1192","-1.49429394","Gene Ontology, Gold Standard"
"ENSG00000109944","C11orf63","chromosome 11 open reading frame 63 [Source:HGNC Symbol;Acc:26288]","1226","-1.547159401","Gene Ontology"
"ENSG00000137822","TUBGCP4","tubulin, gamma complex associated protein 4 [Source:HGNC Symbol;Acc:16691]","1230","-1.547159401","Gold Standard"
"ENSG00000156172","C8orf37","chromosome 8 open reading frame 37 [Source:HGNC Symbol;Acc:27232]","1235","-1.547159401","Gene Ontology, Gold Standard"
"ENSG00000164818","HEATR2","HEAT repeat containing 2 [Source:HGNC Symbol;Acc:26013]","1238","-1.547159401","Gene Ontology, Gold Standard"
"ENSG00000171811","TTC40","tetratricopeptide repeat domain 40 [Source:HGNC Symbol;Acc:25247]","1242","-1.547159401","Gene Ontology"
"ENSG00000079805","DNM2","dynamin 2 [Source:HGNC Symbol;Acc:2974]","1250","-1.569415592","Gene Ontology"
"ENSG00000113712","CSNK1A1","casein kinase 1, alpha 1 [Source:HGNC Symbol;Acc:2451]","1268","-1.569415592","Gene Ontology"
"ENSG00000132341","RAN","RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:9846]","1277","-1.569415592","Gene Ontology, Gold Standard"
"ENSG00000204435","CSNK2B","casein kinase 2, beta polypeptide [Source:HGNC Symbol;Acc:2460]","1302","-1.569415592","Gene Ontology"
"ENSG00000117155","SSX2IP","synovial sarcoma, X breakpoint 2 interacting protein [Source:HGNC Symbol;Acc:16509]","1319","-1.582350116","Gene Ontology"
"ENSG00000137941","TTLL7","tubulin tyrosine ligase-like family, member 7 [Source:HGNC Symbol;Acc:26242]","1324","-1.582350116","Gene Ontology"
"ENSG00000188878","FBF1","Fas (TNFRSF6) binding factor 1 [Source:HGNC Symbol;Acc:24674]","1353","-1.582350116","Gene Ontology, Gold Standard"
"ENSG00000131462","TUBG1","tubulin, gamma 1 [Source:HGNC Symbol;Acc:12417]","1378","-1.58560483","Gene Ontology"
"ENSG00000183311","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1398","-1.58560483","Gene Ontology"
"ENSG00000196230","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1400","-1.58560483","Gene Ontology"
"ENSG00000197102","DYNC1H1","dynein, cytoplasmic 1, heavy chain 1 [Source:HGNC Symbol;Acc:2961]","1402","-1.58560483","Gene Ontology"
"ENSG00000224156","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1408","-1.58560483","Gene Ontology"
"ENSG00000227739","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1412","-1.58560483","Gene Ontology"
"ENSG00000232421","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1414","-1.58560483","Gene Ontology"
"ENSG00000232575","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1415","-1.58560483","Gene Ontology"
"ENSG00000235067","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]","1417","-1.58560483","Gene Ontology"
"ENSG00000196981","WDR5B","WD repeat domain 5B [Source:HGNC Symbol;Acc:17826]","1428","-1.625307209","Gene Ontology"
"ENSG00000196924","FLNA","filamin A, alpha [Source:HGNC Symbol;Acc:3754]","1435","-1.635744934","Gene Ontology, Gold Standard"
"ENSG00000047849","MAP4","microtubule-associated protein 4 [Source:HGNC Symbol;Acc:6862]","1438","-1.640230242","Gene Ontology"
"ENSG00000134202","GSTM3","glutathione S-transferase mu 3 (brain) [Source:HGNC Symbol;Acc:4635]","1462","-1.640230242","Gene Ontology"
"ENSG00000167632","TRAPPC9","trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:30832]","1472","-1.640230242","Gold Standard"
"ENSG00000142875","PRKACB","protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:9381]","1483","-1.648744743","Gene Ontology"
"ENSG00000092200","RPGRIP1","retinitis pigmentosa GTPase regulator interacting protein 1 [Source:HGNC Symbol;Acc:13436]","1486","-1.651934172","Gene Ontology, Gold Standard"
"ENSG00000117650","NEK2","NIMA-related kinase 2 [Source:HGNC Symbol;Acc:7745]","1549","-1.826545085","Gene Ontology, Gold Standard"
"ENSG00000132881","RSG1","REM2 and RAB-like small GTPase 1 [Source:HGNC Symbol;Acc:28127]","1556","-1.826545085","Gene Ontology"
"ENSG00000181378","CCDC108","coiled-coil domain containing 108 [Source:HGNC Symbol;Acc:25325]","1581","-1.867598087","Gene Ontology"
"ENSG00000088256","GNA11","guanine nucleotide binding protein (G protein), alpha 11 (Gq class) [Source:HGNC Symbol;Acc:4379]","1591","-1.903943723","Gene Ontology"
"ENSG00000092820","EZR","ezrin [Source:HGNC Symbol;Acc:12691]","1592","-1.903943723","Gene Ontology"
"ENSG00000126216","TUBGCP3","tubulin, gamma complex associated protein 3 [Source:HGNC Symbol;Acc:18598]","1597","-1.903943723","Gold Standard"
"ENSG00000164199","GPR98","G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]","1606","-1.903943723","Gold Standard"
"ENSG00000213066","FGFR1OP","FGFR1 oncogene partner [Source:HGNC Symbol;Acc:17012]","1610","-1.903943723","Gene Ontology"
"ENSG00000106571","GLI3","GLI family zinc finger 3 [Source:HGNC Symbol;Acc:4319]","1629","-2.090258566","Gene Ontology, Gold Standard"
"ENSG00000146425","DYNLT1","dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:11697]","1635","-2.090258566","Gold Standard"
"ENSG00000186638","KIF24","kinesin family member 24 [Source:HGNC Symbol;Acc:19916]","1668","-2.111793056","Gene Ontology, Gold Standard"
"ENSG00000102001","CACNA1F","calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:1393]","1678","-2.138929686","Gene Ontology"
"ENSG00000148019","CEP78","centrosomal protein 78kDa [Source:HGNC Symbol;Acc:25740]","1701","-2.168802426","Gene Ontology"
"ENSG00000054282","SDCCAG8","serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:10671]","1712","-2.178122398","Gene Ontology, Gold Standard"
"ENSG00000101004","NINL","ninein-like [Source:HGNC Symbol;Acc:29163]","1714","-2.178122398","Gene Ontology, Gold Standard"
"ENSG00000213024","NUP62","nucleoporin 62kDa [Source:HGNC Symbol;Acc:8066]","1718","-2.178122398","Gold Standard"
"ENSG00000138686","BBS7","Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:18758]","1804","-2.317537806","Gene Ontology, Gold Standard"
"ENSG00000168280","KIF5C","kinesin family member 5C [Source:HGNC Symbol;Acc:6325]","1820","-2.317537806","Gene Ontology"
"ENSG00000168385","Sep-02","septin 2 [Source:HGNC Symbol;Acc:7729]","1821","-2.317537806","Gene Ontology, Gold Standard"
"ENSG00000180104","EXOC3","exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]","1828","-2.317537806","Gold Standard"
"ENSG00000144848","ATG3","autophagy related 3 [Source:HGNC Symbol;Acc:20962]","1871","-2.424177656","Gene Ontology"
"ENSG00000152240","HAUS1","HAUS augmin-like complex, subunit 1 [Source:HGNC Symbol;Acc:25174]","1888","-2.441835879","Gene Ontology"
"ENSG00000015676","NUDCD3","NudC domain containing 3 [Source:HGNC Symbol;Acc:22208]","1903","-2.503852648","Gene Ontology"
"ENSG00000091536","MYO15A","myosin XVA [Source:HGNC Symbol;Acc:7594]","1910","-2.503852648","Gold Standard"
"ENSG00000115355","CCDC88A","coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:25523]","1918","-2.503852648","Gene Ontology"
"ENSG00000130702","LAMA5","laminin, alpha 5 [Source:HGNC Symbol;Acc:6485]","1926","-2.503852648","Gene Ontology"
"ENSG00000142192","APP","amyloid beta (A4) precursor protein [Source:HGNC Symbol;Acc:620]","1931","-2.503852648","Gene Ontology"
"ENSG00000158079","PTPDC1","protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:30184]","1936","-2.503852648","Gene Ontology, Gold Standard"
"ENSG00000077684","PHF17","PHD finger protein 17 [Source:HGNC Symbol;Acc:30027]","1973","-2.550656845","Gene Ontology, Gold Standard"
"ENSG00000143951","WDPCP","WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:28027]","1991","-2.550656845","Gene Ontology, Gold Standard"
"ENSG00000198089","SFI1","Sfi1 homolog, spindle assembly associated (yeast) [Source:HGNC Symbol;Acc:29064]","2016","-2.550656845","Gene Ontology"
"ENSG00000163382","APOA1BP","apolipoprotein A-I binding protein [Source:HGNC Symbol;Acc:18453]","2049","-2.589102274","Gene Ontology"
"ENSG00000197386","HTT","huntingtin [Source:HGNC Symbol;Acc:4851]","2060","-2.593161608","Gene Ontology, Gold Standard"
"ENSG00000048545","GUCA1A","guanylate cyclase activator 1A (retina) [Source:HGNC Symbol;Acc:4678]","2073","-2.643727687","Gene Ontology"
"ENSG00000069966","GNB5","guanine nucleotide binding protein (G protein), beta 5 [Source:HGNC Symbol;Acc:4401]","2074","-2.643727687","Gene Ontology"
"ENSG00000112210","RAB23","RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:14263]","2078","-2.643727687","Gene Ontology, Gold Standard"
"ENSG00000144191","CNGA3","cyclic nucleotide gated channel alpha 3 [Source:HGNC Symbol;Acc:2150]","2089","-2.643727687","Gene Ontology"
"ENSG00000165059","PRKACG","protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]","2139","-2.759227878","Gene Ontology"
"ENSG00000148180","GSN","gelsolin [Source:HGNC Symbol;Acc:4620]","2152","-2.768878648","Gene Ontology"
"ENSG00000137942","FNBP1L","formin binding protein 1-like [Source:HGNC Symbol;Acc:20851]","2200","-2.789100619","Gene Ontology"
"ENSG00000156876","SASS6","spindle assembly 6 homolog (C. elegans) [Source:HGNC Symbol;Acc:25403]","2205","-2.789100619","Gold Standard"
"ENSG00000160602","NEK8","NIMA-related kinase 8 [Source:HGNC Symbol;Acc:13387]","2207","-2.789100619","Gene Ontology, Gold Standard"
"ENSG00000169762","TAPT1","transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:26887]","2210","-2.789100619","Gene Ontology"
"ENSG00000185842","DNAH14","dynein, axonemal, heavy chain 14 [Source:HGNC Symbol;Acc:2945]","2212","-2.789100619","Gene Ontology"
"ENSG00000213923","CSNK1E","casein kinase 1, epsilon [Source:HGNC Symbol;Acc:2453]","2214","-2.789100619","Gene Ontology"
"ENSG00000139323","POC1B","POC1 centriolar protein homolog B (Chlamydomonas) [Source:HGNC Symbol;Acc:30836]","2230","-2.818374209","Gene Ontology"
"ENSG00000111254","AKAP3","A kinase (PRKA) anchor protein 3 [Source:HGNC Symbol;Acc:373]","2256","-2.830042529","Gene Ontology"
"ENSG00000117245","KIF17","kinesin family member 17 [Source:HGNC Symbol;Acc:19167]","2260","-2.830042529","Gene Ontology, Gold Standard"
"ENSG00000151208","DLG5","discs, large homolog 5 (Drosophila) [Source:HGNC Symbol;Acc:2904]","2283","-2.830042529","Gene Ontology"
"ENSG00000078246","TULP3","tubby like protein 3 [Source:HGNC Symbol;Acc:12425]","2366","-2.899675815","Gene Ontology, Gold Standard"
"ENSG00000114904","NEK4","NIMA-related kinase 4 [Source:HGNC Symbol;Acc:11399]","2369","-2.899675815","Gene Ontology, Gold Standard"
"ENSG00000119401","TRIM32","tripartite motif containing 32 [Source:HGNC Symbol;Acc:16380]","2372","-2.899675815","Gold Standard"
"ENSG00000121289","CEP89","centrosomal protein 89kDa [Source:HGNC Symbol;Acc:25907]","2374","-2.899675815","Gene Ontology, Gold Standard"
"ENSG00000127328","RAB3IP","RAB3A interacting protein [Source:HGNC Symbol;Acc:16508]","2375","-2.899675815","Gene Ontology, Gold Standard"
"ENSG00000188343","FAM92A1","family with sequence similarity 92, member A1 [Source:HGNC Symbol;Acc:30452]","2388","-2.899675815","Gene Ontology"
"ENSG00000106524","ANKMY2","ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:25370]","2426","-2.987731992","Gene Ontology"
"ENSG00000146350","C6orf170","chromosome 6 open reading frame 170 [Source:HGNC Symbol;Acc:21485]","2435","-2.987731992","Gene Ontology"
